reg_ts;uid
1153611416;218
1153872177;219
1154131651;220
1154389849;221
1154646785;222
1154902470;223
1155156918;224
1155410139;225
1155662145;226
1155912949;227
1156162561;228
1156410993;229
1156658256;230
1156904361;231
1157149319;232
1157393139;233
1157635834;234
1157877413;236
1158117886;238
1158357263;239
1158595555;241
1158832771;242
1159068921;243
1159304015;244
1159538061;245
1159771069;246
1160003049;247
1160234008;248
1160463957;249
1160692905;250
1160920858;251
1161147827;252
1161373820;253
1161598846;254
1161822911;255
1162046025;256
1162271796;258
1162493031;259
1162713338;260
1162932726;261
1163151202;262
1163368772;263
1163585446;264
1163801230;265
1164016131;266
1164230157;268
1164443314;269
1164655611;270
1164867053;271
1165077647;272
1165287401;274
1165496321;275
1165704414;276
1165911685;277
1166118142;278
1166323791;279
1166528639;280
1166732691;281
1166935953;282
1167138432;284
1167340134;285
1167541065;286
1167741230;287
1167940635;288
1168139287;290
1168337190;292
1168534351;293
1168730775;294
1168926467;295
1169121433;296
1169315678;297
1169509208;298
1169702027;299
1169894142;300
1170085557;301
1170276276;303
1170466307;304
1170655652;305
1170844317;306
1171032308;307
1171219628;308
1171406283;309
1171592277;310
1171777615;312
1171962302;314
1172146341;315
1172329739;316
1172512498;317
1172694624;318
1172876121;319
1173056993;320
1173237244;321
1173416880;322
1173595903;323
1173774318;324
1173952130;325
1174129342;326
1174305958;327
1174481983;328
1174657419;329
1174828672;330
1175002945;331
1175176642;332
1175349767;333
1175522323;334
1175694314;335
1175865744;336
1176036617;337
1176206936;339
1176376704;340
1176545926;342
1176714604;343
1176882743;344
1177050345;345
1177217415;346
1177383954;347
1177549968;350
1177715459;351
1177880430;353
1178044885;354
1178208826;355
1178372258;356
1178535183;357
1178697605;358
1178859526;359
1179020949;360
1179181878;361
1179342316;362
1179502265;363
1179661729;364
1179820710;365
1179979212;366
1180137237;367
1180294788;368
1180451868;369
1180608480;370
1180764626;372
1180920310;373
1181075534;374
1181230301;375
1181384613;376
1181538474;377
1181691885;378
1181844849;379
1181997370;380
1182149449;382
1182301089;383
1182452293;384
1182603063;385
1182753401;386
1182903311;387
1183052794;388
1183201853;389
1183350490;390
1183498708;391
1183646510;392
1183793896;393
1183940870;394
1184087435;395
1184233591;397
1184379343;398
1184524691;399
1184669638;400
1184814186;401
1184958338;402
1185102095;404
1185245460;405
1185388435;406
1185531022;407
1185673223;408
1185815041;409
1185956476;411
1186097532;412
1186238210;413
1186378513;414
1186518442;415
1186657999;416
1186797186;417
1186936006;418
1187074460;419
1187212551;420
1187350279;421
1187487647;422
1187624657;423
1187761310;424
1187897609;425
1188033556;426
1188169152;427
1188304398;429
1188439298;430
1188573851;431
1188708062;433
1188841930;434
1188975458;437
1189108648;438
1189241501;439
1189374018;440
1189506203;441
1189638055;442
1189769578;444
1189900772;446
1190031640;447
1190162182;448
1190292401;449
1190422298;450
1190551875;451
1190681132;452
1190810073;453
1190938698;454
1191067009;455
1191195007;456
1191322694;457
1191450072;458
1191577142;459
1191703905;461
1191830363;463
1191956517;465
1192082369;466
1192207921;467
1192333173;468
1192458128;469
1192582785;470
1192707148;471
1192831217;472
1192954994;473
1193078480;475
1193201677;476
1193324585;477
1193447207;478
1193573143;479
1193695194;480
1193816963;481
1193938451;482
1194059658;483
1194180586;484
1194301237;485
1194421611;486
1194541710;487
1194661535;488
1194781087;489
1194900368;490
1195019379;491
1195138121;492
1195256595;493
1195374803;494
1195492745;495
1195610423;496
1195727839;497
1195844992;498
1195961885;499
1196078518;500
1196194893;501
1196311011;502
1196426873;504
1196542479;505
1196657832;506
1196772933;507
1196887781;508
1197002380;509
1197116728;510
1197230829;511
1197344682;512
1197458289;513
1197571651;514
1197684769;515
1197797644;516
1197910277;518
1198022669;519
1198134822;521
1198246735;522
1198358410;523
1198469849;524
1198581052;525
1198692020;526
1198802754;527
1198913255;529
1199023524;530
1199133562;531
1199243371;532
1199352950;533
1199462301;534
1199571426;535
1199680324;536
1199788996;537
1199897445;538
1200005670;539
1200113673;540
1200221454;541
1200329014;542
1200436355;543
1200543477;544
1200650381;546
1200757068;547
1200863538;548
1200969794;549
1201075835;550
1201181662;551
1201287277;552
1201392680;553
1201497871;554
1201602853;555
1201707625;556
1201812189;557
1201916545;558
1202020694;559
1202124638;560
1202228376;561
1202331909;562
1202435239;563
1202538366;564
1202641292;565
1202744015;567
1202846539;568
1202948863;569
1203050988;570
1203152915;571
1203254644;572
1203356177;573
1203457514;574
1203558656;575
1203659604;576
1203760358;577
1203860919;578
1203961289;579
1204061467;580
1204161454;581
1204261251;583
1204360859;584
1204460279;585
1204559511;586
1204658556;588
1204757414;589
1204856087;590
1204954575;591
1205052879;592
1205150999;593
1205248936;594
1205346691;595
1205444264;596
1205541657;597
1205638869;599
1205735902;600
1205832756;601
1205929432;602
1206025930;603
1206122251;604
1206218396;605
1206314366;606
1206410160;607
1206505781;608
1206601227;609
1206696500;611
1206791601;612
1206882931;613
1206977689;615
1207072276;616
1207166693;617
1207260941;618
1207355021;619
1207448932;620
1207542675;621
1207636252;622
1207729662;623
1207822907;624
1207915986;625
1208008901;626
1208101652;628
1208194239;629
1208286664;630
1208378926;632
1208471026;633
1208562965;634
1208654744;635
1208746363;636
1208837822;637
1208929122;638
1209020264;639
1209111248;640
1209202075;641
1209292745;642
1209383259;643
1209473617;644
1209563820;646
1209653868;648
1209743763;649
1209833504;650
1209923092;653
1210012527;654
1210101810;655
1210190942;656
1210279923;657
1210368754;658
1210457435;659
1210545966;660
1210634348;661
1210722582;663
1210810668;664
1210898607;665
1210986398;666
1211074043;667
1211161543;668
1211248896;669
1211336105;670
1211423169;671
1211510090;672
1211596866;673
1211683500;674
1211769991;675
1211856340;676
1211942547;677
1212028613;678
1212114538;679
1212200323;680
1212285968;681
1212371474;682
1212456841;683
1212542069;684
1212627160;685
1212712113;687
1212796928;688
1212881607;689
1212966150;690
1213050557;691
1213134828;692
1213218965;693
1213302967;694
1213386835;695
1213470569;696
1213554170;697
1213637638;698
1213720974;699
1213804178;700
1213887251;701
1213970192;702
1214053003;704
1214135683;705
1214218233;706
1214300654;707
1214382946;708
1214465109;709
1214547144;710
1214629050;711
1214710830;712
1214792482;713
1214874008;714
1214955407;717
1215036681;718
1215117829;719
1215198851;720
1215279750;721
1215360523;722
1215441173;723
1215521699;724
1215602102;726
1215682382;727
1215762540;728
1215842575;729
1215922489;730
1216002281;732
1216081953;733
1216161503;734
1216240934;735
1216320244;736
1216399436;737
1216478507;738
1216557461;740
1216636295;741
1216715012;742
1216793611;743
1216872092;744
1216950456;745
1217028704;747
1217106835;748
1217184850;749
1217262750;750
1217340534;751
1217418204;752
1217495758;753
1217573199;754
1217650525;755
1217727738;756
1217804837;757
1217881824;758
1217958698;759
1218035459;760
1218112109;761
1218188647;762
1218265073;763
1218341389;764
1218417594;766
1218493688;767
1218569673;768
1218645548;769
1218721313;770
1218796969;771
1218872517;772
1218947956;773
1219023287;774
1219098510;775
1219173625;776
1219248633;777
1219323535;778
1219398330;779
1219473018;780
1219547600;781
1219622077;782
1219696448;783
1219770714;784
1219844876;785
1219918932;786
1219992885;787
1220066734;788
1220140479;789
1220214120;790
1220287659;792
1220361094;793
1220434428;794
1220507659;795
1220580788;796
1220653815;797
1220726742;798
1220799567;799
1220872291;800
1220944915;801
1221017438;802
1221089862;803
1221162186;804
1221234410;805
1221306535;806
1221378562;807
1221450490;808
1221522319;809
1221594051;810
1221665684;811
1221737220;812
1221808659;813
1221880001;814
1221951246;815
1222022395;816
1222093447;817
1222164404;818
1222235265;819
1222306030;821
1222376700;822
1222447275;823
1222517756;824
1222588142;825
1222658434;826
1222728632;827
1222798737;828
1222868748;829
1222938666;830
1223008491;831
1223078223;832
1223147863;834
1223217410;835
1223286866;836
1223356230;837
1223425503;838
1223494684;839
1223563775;840
1223632775;841
1223701684;842
1223770503;843
1223839232;844
1223907871;845
1223976420;846
1224044881;847
1224113252;848
1224181534;849
1224249728;850
1224317833;851
1224385851;853
1224453780;855
1224521621;856
1224589376;857
1224657042;858
1224724622;859
1224792115;860
1224859522;861
1224926842;862
1224997675;863
1225064823;864
1225131886;865
1225198862;866
1225265754;867
1225332560;868
1225399282;869
1225465919;870
1225532472;871
1225598940;872
1225665325;873
1225731625;874
1225797842;875
1225863976;876
1225930027;877
1225995994;879
1226061879;880
1226127682;881
1226193402;882
1226259040;885
1226324596;886
1226390071;887
1226455464;888
1226520776;889
1226586006;890
1226651156;891
1226716225;892
1226781214;893
1226846122;894
1226910950;895
1226975699;896
1227040367;897
1227104956;898
1227169466;899
1227233897;900
1227298249;901
1227362522;902
1227426717;903
1227490833;904
1227554871;906
1227618831;907
1227682714;908
1227746518;909
1227810246;910
1227873896;911
1227937469;913
1228000966;915
1228064386;916
1228127729;917
1228190996;918
1228254187;919
1228317302;920
1228380341;921
1228443305;922
1228506193;923
1228569007;924
1228631745;925
1228694408;926
1228756997;927
1228819512;928
1228881952;929
1228944317;930
1229006609;931
1229068828;932
1229130972;933
1229193043;936
1229255041;937
1229316966;938
1229378818;939
1229440598;940
1229502304;941
1229563939;943
1229625501;944
1229686991;945
1229748409;946
1229809756;947
1229871031;948
1229932234;949
1229993367;950
1230054428;951
1230115418;952
1230176338;953
1230237187;954
1230297966;955
1230358675;956
1230419313;957
1230479882;958
1230540381;960
1230600810;962
1230661170;963
1230721461;964
1230781682;965
1230841835;966
1230901919;968
1230961934;969
1231021880;970
1231081759;971
1231141569;972
1231201311;973
1231260986;974
1231320592;975
1231380131;976
1231439603;978
1231499008;979
1231558345;981
1231617616;982
1231676819;983
1231735956;984
1231795027;985
1231854031;986
1231912969;987
1231971841;989
1232030647;990
1232089388;992
1232148063;993
1232206672;994
1232265216;995
1232323695;996
1232382109;997
1232440458;998
1232498742;999
1232556962;1000
1232615117;1001
1232673208;1002
1232731235;1003
1232789198;1004
1232847096;1005
1232904932;1006
1232962703;1007
1233020411;1008
1233078056;1009
1233135638;1010
1233193157;1011
1233250612;1012
1233308005;1013
1233365336;1014
1233422604;1015
1233479809;1016
1233536952;1017
1233594034;1018
1233651053;1019
1233708011;1020
1233764906;1021
1233821741;1022
1233878513;1023
1233935225;1024
1233991875;1026
1234048465;1027
1234104993;1028
1234161461;1029
1234217868;1030
1234274215;1031
1234330501;1032
1234386728;1033
1234442893;1034
1234499000;1036
1234555046;1037
1234611032;1038
1234666959;1039
1234722826;1040
1234778634;1041
1234834383;1042
1234890073;1043
1234945704;1044
1235001276;1045
1235056789;1048
1235112244;1049
1235167640;1050
1235222978;1051
1235278257;1052
1235333479;1053
1235388642;1054
1235443748;1055
1235498796;1056
1235553786;1057
1235608719;1058
1235663595;1059
1235718413;1060
1235773174;1061
1235827878;1062
1235882525;1063
1235937116;1064
1235991650;1065
1236046127;1066
1236100548;1068
1236154912;1069
1236209220;1070
1236263473;1072
1236317669;1073
1236371809;1075
1236425894;1076
1236479923;1077
1236533897;1079
1236587815;1080
1236641678;1081
1236695486;1082
1236749238;1083
1236802936;1085
1236856579;1086
1236910167;1088
1236963701;1089
1237017180;1091
1237070605;1092
1237123975;1093
1237177292;1094
1237230554;1095
1237283762;1096
1237336917;1097
1237390018;1098
1237443065;1100
1237496059;1101
1237548999;1102
1237601886;1103
1237654720;1105
1237707501;1106
1237760229;1107
1237812904;1108
1237865526;1109
1237918095;1110
1237970612;1111
1238023077;1112
1238075489;1113
1238127849;1115
1238180157;1117
1238232413;1118
1238284617;1119
1238333169;1120
1238385270;1121
1238437318;1122
1238489316;1123
1238541262;1124
1238593156;1125
1238645000;1126
1238696792;1127
1238748533;1128
1238800224;1129
1238851863;1130
1238903452;1131
1238954990;1132
1239006478;1133
1239057916;1134
1239109303;1136
1239160639;1137
1239211926;1138
1239263163;1139
1239314350;1140
1239365487;1141
1239416574;1143
1239467612;1144
1239518600;1145
1239569539;1146
1239620428;1147
1239671268;1148
1239722059;1150
1239772801;1151
1239823494;1152
1239874138;1153
1239924734;1154
1239975280;1155
1240025778;1156
1240076228;1157
1240126629;1158
1240176982;1159
1240227287;1161
1240277543;1162
1240327752;1163
1240377913;1164
1240428025;1165
1240478091;1167
1240528108;1168
1240578078;1170
1240628000;1171
1240677875;1172
1240727703;1173
1240777483;1174
1240827217;1175
1240876903;1176
1240926542;1177
1240976135;1178
1241025681;1179
1241075180;1180
1241124632;1181
1241174038;1182
1241223398;1183
1241272711;1184
1241321978;1186
1241371199;1188
1241420374;1189
1241469503;1190
1241518585;1191
1241567623;1192
1241616614;1193
1241665560;1194
1241714460;1195
1241763315;1196
1241812124;1197
1241860888;1198
1241909607;1200
1241958281;1201
1242006909;1203
1242055493;1204
1242104032;1205
1242152526;1207
1242200975;1208
1242249380;1209
1242297740;1210
1242346056;1211
1242394327;1212
1242442554;1213
1242490737;1214
1242538875;1215
1242586970;1216
1242635020;1217
1242683027;1218
1242730990;1219
1242778909;1220
1242826784;1221
1242874616;1222
1242922405;1223
1242970149;1227
1243017851;1228
1243065509;1229
1243113124;1230
1243160696;1231
1243208225;1232
1243255711;1233
1243303155;1234
1243350555;1235
1243397913;1236
1243445228;1238
1243492500;1239
1243539730;1240
1243586917;1241
1243634063;1242
1243681165;1243
1243728226;1244
1243775245;1245
1243822221;1246
1243869156;1247
1243916049;1248
1243962899;1249
1244009709;1251
1244056476;1252
1244103202;1253
1244149886;1254
1244196529;1255
1244243131;1256
1244289691;1257
1244336210;1258
1244382688;1259
1244429125;1261
1244475521;1262
1244521876;1263
1244568190;1264
1244614463;1265
1244660696;1266
1244706888;1267
1244753039;1268
1244799150;1269
1244845220;1270
1244891250;1271
1244937240;1272
1244983189;1273
1245029099;1275
1245074968;1276
1245120797;1277
1245166587;1278
1245212336;1279
1245258046;1280
1245303716;1281
1245349346;1282
1245394937;1283
1245440488;1284
1245486000;1285
1245531472;1286
1245576905;1287
1245622299;1288
1245667653;1289
1245712969;1290
1245758245;1291
1245803483;1292
1245848681;1293
1245893841;1294
1245938962;1295
1245984044;1297
1246029087;1299
1246074092;1301
1246119059;1302
1246163987;1303
1246208876;1304
1246253728;1305
1246298541;1306
1246343316;1307
1246388052;1308
1246432751;1309
1246477412;1310
1246522034;1311
1246566619;1312
1246611166;1313
1246655676;1314
1246700147;1315
1246744581;1316
1246788978;1317
1246833337;1319
1246877659;1320
1246921943;1321
1246966190;1322
1247010400;1323
1247054572;1324
1247098708;1325
1247142806;1326
1247186868;1327
1247230892;1329
1247274880;1330
1247318831;1331
1247362745;1332
1247406622;1333
1247450463;1334
1247494267;1335
1247538035;1336
1247581767;1337
1247625462;1338
1247669120;1339
1247712743;1340
1247756329;1341
1247799879;1342
1247843393;1343
1247886872;1344
1247930314;1345
1247973720;1346
1248017090;1348
1248060425;1349
1248103724;1350
1248146987;1351
1248190215;1352
1248233407;1353
1248276564;1354
1248319685;1355
1248362771;1356
1248405822;1357
1248448837;1358
1248491817;1359
1248534762;1360
1248577672;1361
1248620547;1362
1248663387;1363
1248706192;1364
1248748963;1365
1248791698;1366
1248834399;1367
1248877065;1368
1248919696;1370
1248962293;1371
1249004856;1372
1249047384;1373
1249089877;1374
1249132336;1375
1249174761;1376
1249217152;1377
1249259509;1378
1249301831;1379
1249344119;1380
1249386374;1381
1249428594;1382
1249470781;1383
1249512933;1384
1249555052;1385
1249597137;1386
1249639189;1387
1249681207;1388
1249723191;1389
1249765142;1390
1249807059;1391
1249848943;1392
1249890793;1393
1249932610;1394
1249974394;1395
1250016145;1396
1250057862;1397
1250099547;1398
1250141198;1399
1250182817;1401
1250224402;1402
1250265955;1403
1250307475;1404
1250348962;1405
1250390416;1406
1250431838;1407
1250473227;1408
1250514583;1409
1250555907;1410
1250597198;1411
1250638457;1412
1250679684;1413
1250720878;1414
1250762040;1415
1250803170;1416
1250844267;1417
1250885333;1418
1250926366;1420
1250967368;1421
1251008337;1422
1251049274;1424
1251090180;1425
1251131054;1426
1251171896;1427
1251212706;1428
1251253485;1429
1251294232;1430
1251334947;1431
1251375631;1433
1251416284;1434
1251456905;1435
1251497494;1437
1251538053;1438
1251578580;1439
1251619075;1440
1251659540;1441
1251699974;1442
1251740376;1443
1251780747;1444
1251821088;1445
1251861397;1446
1251901675;1447
1251941923;1448
1251982140;1449
1252022326;1450
1252062481;1451
1252102606;1452
1252142700;1453
1252182764;1454
1252222797;1457
1252262799;1458
1252302771;1460
1252342713;1461
1252382624;1462
1252422505;1463
1252462356;1464
1252502177;1465
1252541967;1466
1252581727;1467
1252621458;1468
1252661158;1469
1252700828;1470
1252740468;1471
1252780079;1472
1252819660;1473
1252859210;1474
1252898731;1475
1252938223;1476
1252977685;1477
1253017117;1478
1253056519;1479
1253095892;1480
1253135236;1481
1253174550;1482
1253213835;1485
1253253090;1486
1253292316;1487
1253331513;1489
1253370680;1490
1253409819;1493
1253448928;1494
1253488008;1495
1253527059;1496
1253566081;1497
1253605074;1498
1253644039;1499
1253682974;1500
1253721881;1501
1253760758;1502
1253799607;1503
1253838428;1504
1253877219;1505
1253915982;1506
1253954717;1508
1253993423;1509
1254032100;1510
1254070749;1511
1254109370;1512
1254147962;1513
1254186526;1514
1254225061;1515
1254263569;1516
1254302048;1517
1254340499;1518
1254378922;1520
1254417316;1521
1254455683;1522
1254494022;1523
1254532333;1524
1254570616;1525
1254608871;1526
1254647098;1527
1254685297;1528
1254723469;1529
1254761613;1530
1254799729;1531
1254837818;1532
1254875879;1533
1254913912;1534
1254951918;1535
1254989897;1537
1255027848;1538
1255065772;1540
1255103668;1543
1255141537;1544
1255179379;1545
1255217193;1546
1255254981;1547
1255292741;1548
1255330474;1549
1255368180;1550
1255405859;1551
1255443511;1552
1255481136;1553
1255518734;1554
1255556305;1555
1255593849;1556
1255631367;1557
1255668857;1558
1255706321;1559
1255743759;1560
1255781169;1561
1255818554;1563
1255855911;1564
1255893242;1565
1255930546;1566
1255967824;1567
1256005076;1568
1256042301;1569
1256079500;1570
1256116672;1572
1256153818;1573
1256190938;1574
1256228032;1575
1256265100;1576
1256302141;1577
1256339156;1579
1256376146;1580
1256413109;1581
1256453646;1582
1256490558;1583
1256527443;1584
1256564303;1585
1256601136;1586
1256637944;1587
1256674726;1588
1256711483;1589
1256748213;1590
1256784918;1591
1256821598;1592
1256858252;1593
1256894880;1594
1256931483;1595
1256968060;1596
1257004612;1597
1257041138;1598
1257077639;1599
1257114115;1600
1257150566;1601
1257186991;1602
1257223391;1603
1257259765;1604
1257296115;1605
1257332439;1606
1257368739;1607
1257405013;1608
1257441262;1609
1257477486;1610
1257513686;1611
1257549860;1612
1257586010;1613
1257622134;1614
1257658234;1615
1257694309;1616
1257730359;1617
1257766385;1618
1257802386;1619
1257838362;1620
1257874314;1621
1257910241;1622
1257946143;1623
1257982021;1624
1258017875;1625
1258053704;1626
1258089508;1627
1258125288;1628
1258161044;1629
1258196776;1630
1258232483;1631
1258268166;1632
1258303825;1634
1258339460;1635
1258375070;1636
1258410657;1637
1258446219;1638
1258481757;1639
1258517271;1640
1258552761;1641
1258588228;1642
1258623670;1643
1258659089;1644
1258694483;1645
1258729854;1646
1258765201;1647
1258800524;1648
1258835824;1649
1258871099;1650
1258906351;1651
1258941580;1652
1258976785;1653
1259011966;1654
1259047124;1655
1259082258;1656
1259117369;1658
1259152456;1659
1259187520;1660
1259222561;1661
1259257578;1662
1259292572;1663
1259327542;1664
1259362490;1665
1259397414;1666
1259432315;1667
1259467192;1668
1259502047;1669
1259536878;1670
1259571687;1671
1259606472;1672
1259641234;1674
1259675974;1675
1259710690;1676
1259745384;1677
1259780054;1679
1259814702;1680
1259849327;1681
1259883929;1682
1259918508;1683
1259953065;1684
1259987599;1685
1260022110;1687
1260056599;1688
1260091064;1689
1260125508;1690
1260159928;1691
1260194327;1692
1260228702;1693
1260263056;1694
1260297386;1695
1260331695;1696
1260365981;1697
1260400244;1698
1260434486;1699
1260468705;1700
1260502901;1701
1260537076;1702
1260571228;1703
1260605358;1704
1260639466;1705
1260673552;1706
1260707616;1707
1260741657;1708
1260775677;1709
1260809675;1711
1260843650;1712
1260877604;1713
1260911536;1714
1260945445;1715
1260979333;1716
1261013200;1717
1261047044;1718
1261080866;1719
1261114667;1720
1261148446;1721
1261182203;1722
1261215939;1723
1261249653;1724
1261283346;1725
1261317016;1726
1261350666;1727
1261384293;1728
1261417899;1729
1261451484;1730
1261485047;1731
1261518589;1732
1261552110;1733
1261585609;1734
1261619086;1736
1261652543;1737
1261685978;1738
1261719392;1739
1261752784;1740
1261786156;1741
1261819506;1743
1261852835;1744
1261886143;1745
1261919430;1746
1261952696;1747
1261985940;1749
1262019164;1750
1262052367;1751
1262085549;1752
1262118709;1753
1262151849;1754
1262184968;1755
1262218066;1756
1262251144;1757
1262284200;1758
1262317236;1760
1262350251;1761
1262383245;1762
1262416218;1763
1262449171;1764
1262482103;1765
1262515015;1766
1262547906;1767
1262580776;1768
1262613626;1769
1262646455;1770
1262679264;1771
1262712052;1772
1262744820;1773
1262777568;1774
1262810295;1775
1262843002;1777
1262875688;1778
1262908354;1779
1262941000;1780
1262973625;1781
1263006230;1782
1263038815;1783
1263071380;1784
1263103925;1785
1263136449;1787
1263168953;1788
1263201438;1789
1263233902;1790
1263266346;1791
1263298770;1792
1263331174;1794
1263363558;1795
1263395923;1796
1263428267;1797
1263460591;1798
1263492896;1799
1263525180;1800
1263557445;1801
1263589690;1802
1263621916;1803
1263654121;1805
1263686307;1806
1263718473;1807
1263750619;1808
1263782746;1809
1263814853;1812
1263846941;1813
1263879009;1814
1263911057;1816
1263943086;1817
1263975095;1818
1264007085;1819
1264039055;1820
1264071006;1821
1264102938;1822
1264134850;1823
1264166742;1824
1264198616;1825
1264230470;1826
1264262305;1827
1264294120;1828
1264325916;1829
1264357693;1830
1264389451;1831
1264421190;1832
1264452909;1834
1264484610;1836
1264516291;1837
1264547953;1838
1264579596;1839
1264611220;1840
1264642825;1841
1264674411;1842
1264705978;1844
1264737526;1845
1264769055;1846
1264800565;1847
1264832057;1848
1264863529;1849
1264894983;1850
1264926417;1851
1264957833;1852
1264989231;1853
1265020609;1854
1265051969;1855
1265083310;1856
1265114632;1857
1265145936;1858
1265177221;1859
1265208488;1861
1265239736;1862
1265270965;1863
1265302176;1864
1265333368;1865
1265364541;1866
1265395697;1867
1265426833;1868
1265457952;1870
1265489052;1872
1265520133;1873
1265551196;1874
1265582241;1875
1265613267;1876
1265644276;1877
1265675265;1878
1265706237;1879
1265737190;1880
1265768125;1881
1265799042;1882
1265829941;1884
1265860822;1885
1265891684;1887
1265922528;1888
1265953355;1889
1265984163;1890
1266014953;1891
1266045725;1892
1266076479;1893
1266107215;1894
1266137933;1895
1266168633;1896
1266199315;1897
1266229980;1898
1266260626;1899
1266291255;1900
1266321865;1901
1266352458;1902
1266383033;1903
1266413591;1904
1266444130;1905
1266474652;1907
1266505156;1908
1266535642;1909
1266566111;1910
1266596562;1911
1266626996;1912
1266657411;1913
1266687810;1914
1266718190;1916
1266748553;1917
1266778899;1918
1266809227;1919
1266839537;1920
1266869830;1922
1266900106;1923
1266930364;1924
1266960605;1925
1266990828;1926
1267021034;1927
1267051223;1928
1267081394;1929
1267111548;1930
1267141685;1931
1267171804;1932
1267201906;1933
1267231991;1934
1267262059;1935
1267292109;1936
1267322143;1937
1267352159;1938
1267382158;1939
1267412140;1940
1267442104;1941
1267472052;1943
1267501983;1944
1267531896;1946
1267561793;1947
1267591673;1948
1267621535;1949
1267651381;1950
1267681210;1951
1267711021;1952
1267740816;1953
1267770594;1954
1267800355;1955
1267830100;1956
1267859827;1959
1267889538;1960
1267919232;1961
1267948909;1962
1267978569;1963
1268008213;1964
1268037840;1965
1268067450;1966
1268097043;1967
1268126620;1968
1268156180;1969
1268185724;1970
1268215251;1971
1268244761;1972
1268274255;1973
1268303732;1974
1268333193;1975
1268362637;1976
1268392065;1977
1268421477;1978
1268450871;1979
1268480250;1980
1268509612;1982
1268538957;1984
1268568287;1985
1268597599;1986
1268626896;1987
1268656176;1988
1268685440;1989
1268714688;1990
1268743919;1991
1268773134;1992
1268802333;1993
1268831515;1995
1268860682;1996
1268889832;1997
1268918966;1998
1268948084;1999
1268977186;2000
1269006271;2001
1269035341;2002
1269064394;2003
1269093432;2004
1269122453;2005
1269151459;2006
1269180448;2008
1269209422;2009
1269238379;2010
1269267320;2011
1269296246;2012
1269325156;2013
1269354049;2014
1269382927;2015
1269411789;2016
1269440635;2018
1269469466;2019
1269498280;2020
1269527079;2021
1269555862;2022
1269584629;2023
1269613381;2024
1269642116;2025
1269670836;2026
1269699541;2027
1269728229;2028
1269753302;2029
1269781960;2030
1269810601;2031
1269839228;2032
1269867838;2034
1269896433;2035
1269925013;2036
1269953576;2037
1269982125;2038
1270010658;2039
1270039175;2040
1270067677;2041
1270096163;2042
1270124635;2043
1270153090;2045
1270181530;2046
1270209955;2047
1270238365;2048
1270266759;2049
1270295137;2050
1270323501;2051
1270351849;2052
1270380182;2054
1270408499;2055
1270436802;2056
1270465089;2058
1270493361;2059
1270521617;2060
1270549859;2061
1270578085;2062
