user_id;revenue;testgroup
596;0;a
597;0;a
598;0;b
599;0;b
600;0;a
601;0;a
602;0;a
603;0;a
604;0;a
605;0;b
606;0;a
607;0;b
608;0;b
609;0;b
610;0;b
611;0;b
612;0;a
613;0;a
614;0;b
615;0;a
616;0;b
617;0;a
618;0;a
619;0;b
620;0;a
621;0;b
622;0;a
623;0;b
624;0;b
625;0;a
626;0;b
627;0;a
628;0;b
629;0;a
630;0;a
631;0;a
632;0;a
633;0;a
634;0;a
635;0;b
636;0;b
637;0;b
638;0;b
639;0;b
640;0;b
641;0;a
642;0;b
643;0;a
644;0;a
645;0;a
646;0;a
647;0;b
648;0;b
649;0;b
650;0;a
651;0;b
652;0;a
653;0;b
654;0;a
655;0;b
656;0;b
657;0;a
658;0;a
659;0;a
660;0;b
661;0;b
662;0;a
663;0;a
664;0;b
665;0;a
666;0;b
667;0;a
668;0;b
669;0;a
670;0;a
671;0;b
672;0;b
673;0;a
674;0;a
675;0;b
676;0;a
677;0;b
678;0;a
679;0;b
680;0;b
681;0;a
682;0;b
683;0;b
684;0;a
685;0;a
686;0;b
687;0;a
688;0;b
689;0;a
690;0;b
691;0;a
692;0;a
693;0;a
694;0;a
695;0;a
696;0;b
697;0;a
698;0;b
699;0;b
700;0;a
701;0;b
702;0;b
703;0;b
704;0;a
705;0;a
706;0;b
707;0;b
708;0;a
709;0;a
710;0;b
711;0;a
712;0;b
713;255;a
714;0;b
715;0;a
716;0;a
717;0;b
718;0;a
719;0;a
720;0;a
721;0;a
722;0;a
723;0;b
724;0;b
725;0;b
726;0;a
727;0;b
728;0;b
729;0;b
730;0;b
731;0;a
732;0;a
733;0;b
734;0;b
735;0;b
736;0;a
737;0;b
738;0;b
739;0;b
740;0;b
741;0;b
742;0;a
743;0;a
744;0;b
745;0;b
746;0;b
747;0;a
748;0;a
749;0;b
750;0;b
751;0;b
752;0;b
753;0;b
754;0;a
755;0;a
756;0;a
757;0;b
758;0;b
759;0;a
760;0;a
761;0;b
762;0;a
763;0;b
764;0;b
765;0;b
766;0;a
767;0;a
768;0;a
769;0;a
770;0;a
771;0;b
772;0;a
773;0;b
774;0;a
775;0;b
776;0;b
777;0;a
778;0;a
779;0;b
780;0;a
781;0;a
782;0;b
783;0;a
784;0;a
785;0;b
786;0;b
787;0;b
788;0;a
789;0;a
790;0;b
791;0;a
792;0;a
793;0;b
794;0;b
795;0;a
796;0;b
797;0;a
798;0;a
799;0;b
800;0;a
801;0;b
802;0;a
803;0;b
804;0;a
805;0;a
806;0;a
807;0;b
808;0;a
809;0;a
810;0;a
811;0;a
812;0;a
813;0;a
814;0;a
815;0;a
816;0;a
817;0;b
818;0;b
819;0;b
820;0;a
821;0;a
822;0;a
823;0;b
824;0;b
825;0;b
826;0;b
827;0;b
828;0;b
829;0;a
830;0;a
831;0;b
832;0;b
833;0;a
834;0;b
835;0;a
836;0;a
837;0;a
838;0;a
839;0;a
840;0;b
841;0;a
842;0;b
843;0;b
844;0;a
845;0;b
846;0;b
847;0;b
848;0;a
849;0;b
850;0;a
851;0;a
852;0;b
853;0;a
854;0;a
855;0;b
856;0;b
857;0;b
858;0;b
859;0;a
860;0;a
861;0;b
862;0;b
863;0;a
864;0;a
865;0;a
866;0;a
867;0;a
868;0;a
869;0;b
870;0;a
871;0;a
872;0;a
873;0;b
874;0;b
875;0;b
876;0;b
877;0;a
878;0;a
879;0;a
880;0;a
881;0;a
882;0;a
883;0;a
884;0;b
885;0;b
886;0;b
887;0;b
888;0;b
889;0;a
890;0;a
891;0;a
892;0;b
893;0;a
894;0;a
895;0;b
896;0;b
897;0;b
898;0;b
899;0;a
900;0;a
901;0;a
902;0;a
903;0;b
904;0;a
905;0;b
906;0;a
907;0;b
908;0;b
909;0;b
910;0;b
911;0;b
912;0;b
913;0;b
914;3902;b
915;0;b
916;0;a
917;0;b
918;0;b
919;0;b
920;0;a
921;0;a
922;0;a
923;0;b
924;0;b
925;0;a
926;0;b
927;0;a
928;0;a
929;0;b
930;0;b
931;0;b
932;0;a
933;0;a
934;0;b
935;0;b
936;0;a
937;0;a
938;0;a
939;0;b
940;0;a
941;0;b
942;0;b
943;0;b
944;3116;b
945;0;a
946;0;a
947;0;b
948;0;a
949;0;a
950;0;b
951;0;b
952;0;a
953;0;b
954;0;a
955;0;a
956;0;a
957;0;a
958;0;b
959;0;a
960;0;a
961;0;a
962;0;b
963;0;a
964;0;b
965;0;a
966;0;a
967;0;b
968;0;a
969;0;b
970;0;b
971;0;a
972;0;a
973;0;b
974;0;b
975;0;a
976;0;b
977;0;a
978;0;b
979;0;a
980;0;b
981;0;a
982;0;b
983;0;b
984;0;a
985;0;a
986;0;b
987;0;b
988;0;a
989;0;b
990;0;b
991;0;a
992;0;b
993;0;a
994;0;a
995;0;a
996;0;b
997;0;b
998;0;a
999;0;a
1000;0;b
1001;0;a
1002;0;a
1003;0;b
1004;0;a
1005;0;b
1006;0;a
1007;0;b
1008;0;b
1009;0;a
1010;0;b
1011;0;b
1012;0;b
1013;0;b
1014;0;a
1015;0;a
1016;0;a
1017;0;a
1018;0;b
1019;0;b
1020;0;b
1021;0;a
1022;0;b
1023;0;b
1024;0;a
1025;0;a
1026;0;b
1027;0;a
1028;0;b
1029;0;a
1030;0;b
1031;0;a
1032;0;b
1033;0;b
1034;0;a
1035;0;a
1036;0;a
1037;0;a
1038;0;a
1039;0;b
1040;0;a
1041;0;a
1042;0;a
1043;0;b
1044;0;a
1045;0;a
1046;0;b
1047;0;b
1048;0;a
1049;0;a
1050;0;a
1051;0;a
1052;0;a
1053;0;b
1054;0;b
1055;0;b
1056;0;a
1057;0;a
1058;0;a
1059;0;a
1060;0;a
1061;0;a
1062;0;b
1063;0;a
1064;0;a
1065;0;b
1066;0;b
1067;0;b
1068;0;a
1069;0;a
1070;0;b
1071;0;b
1072;0;b
1073;0;b
1074;0;b
1075;0;a
1076;0;b
1077;0;b
1078;0;b
1079;0;b
1080;0;b
1081;0;a
1082;3872;b
1083;0;a
1084;0;b
1085;0;b
1086;0;b
1087;0;a
1088;0;b
1089;0;a
1090;0;a
1091;0;b
1092;0;a
1093;0;a
1094;0;b
1095;0;b
1096;0;a
1097;0;a
1098;0;b
1099;0;b
1100;0;b
1101;0;a
1102;0;a
1103;0;b
1104;0;b
1105;0;a
1106;0;b
1107;0;a
1108;0;a
1109;0;a
1110;0;a
1111;0;b
1112;0;a
1113;0;a
1114;0;b
1115;0;a
1116;0;a
1117;0;b
1118;0;b
1119;0;b
1120;0;a
1121;0;b
1122;0;b
1123;0;a
1124;0;a
1125;0;a
1126;0;b
1127;0;a
1128;0;a
1129;0;b
1130;0;a
1131;0;b
1132;0;b
1133;0;a
1134;0;a
1135;0;b
1136;0;a
1137;0;a
1138;0;b
1139;3540;b
1140;0;b
1141;0;b
1142;0;b
1143;0;b
1144;0;b
1145;0;b
1146;0;a
1147;0;b
1148;0;a
1149;0;b
1150;0;b
1151;0;a
1152;0;b
1153;0;b
1154;0;b
1155;0;b
1156;0;a
1157;0;b
1158;0;b
1159;0;b
1160;0;a
1161;0;a
1162;0;b
1163;0;a
1164;0;b
1165;0;b
1166;0;b
1167;0;b
1168;0;b
1169;0;a
1170;0;b
1171;0;a
1172;0;b
1173;0;a
1174;0;b
1175;0;a
1176;0;b
1177;0;a
1178;0;a
1179;0;b
1180;0;b
1181;0;b
1182;0;b
1183;0;b
1184;0;a
1185;0;a
1186;0;a
1187;0;a
1188;0;b
1189;0;a
1190;0;b
1191;0;b
1192;0;b
1193;0;b
1194;0;a
1195;0;b
1196;0;a
1197;0;a
1198;0;a
1199;0;b
1200;0;a
1201;0;a
1202;0;b
1203;0;b
1204;0;a
1205;0;a
1206;0;a
1207;0;a
1208;0;a
1209;0;b
1210;0;a
1211;0;a
1212;0;a
1213;0;a
1214;0;a
1215;0;a
1216;0;a
1217;0;b
1218;0;b
1219;0;a
1220;0;a
1221;0;a
1222;0;b
1223;0;a
1224;0;b
1225;0;a
1226;0;a
1227;0;b
1228;0;a
1229;0;a
1230;0;b
1231;0;b
1232;0;b
1233;0;b
1234;0;b
1235;0;a
1236;0;a
1237;0;b
1238;0;b
1239;0;b
1240;0;b
1241;0;b
1242;0;a
1243;0;a
1244;0;a
1245;0;b
1246;0;a
1247;0;a
1248;0;b
1249;0;b
1250;0;a
1251;0;b
1252;0;a
1253;0;a
1254;0;b
1255;0;a
1256;0;b
1257;0;b
1258;0;b
1259;0;a
1260;0;a
1261;0;b
1262;0;b
1263;0;b
1264;0;a
1265;0;a
1266;0;a
1267;0;a
1268;0;b
1269;0;a
1270;0;a
1271;0;a
1272;0;b
1273;0;b
1274;0;a
1275;0;b
1276;0;a
1277;0;a
1278;0;b
1279;0;a
1280;0;a
1281;0;b
1282;0;b
1283;0;a
1284;0;b
1285;0;a
1286;0;b
1287;0;a
1288;0;b
1289;0;b
1290;0;a
1291;0;a
1292;0;a
1293;0;b
1294;0;a
1295;0;a
1296;0;b
1297;0;a
1298;0;b
1299;0;a
1300;0;b
1301;0;b
1302;0;a
1303;0;a
1304;0;b
1305;0;a
1306;0;b
1307;0;a
1308;0;b
1309;0;a
1310;0;b
1311;0;a
1312;0;a
1313;0;a
1314;0;a
1315;0;b
1316;0;b
1317;0;a
1318;0;b
1319;0;b
1320;0;a
1321;0;b
1322;0;a
1323;0;b
1324;0;a
1325;0;a
1326;0;b
1327;0;a
1328;0;b
1329;0;b
1330;0;b
1331;0;a
1332;0;b
1333;0;a
1334;0;b
1335;0;a
1336;0;a
1337;0;b
1338;0;b
1339;0;b
1340;0;b
1341;0;b
1342;0;a
1343;0;a
1344;0;b
1345;0;a
1346;0;a
1347;230;a
1348;0;a
1349;0;a
1350;0;b
1351;0;b
1352;0;a
1353;0;a
1354;0;a
1355;0;b
1356;0;b
1357;0;b
1358;0;b
1359;0;a
1360;0;b
1361;0;a
1362;0;a
1363;0;a
1364;0;b
1365;0;a
1366;0;a
1367;0;a
1368;0;a
1369;0;a
1370;0;a
1371;0;a
1372;0;b
1373;0;b
1374;0;a
1375;0;a
1376;0;b
1377;0;b
1378;0;b
1379;0;b
1380;0;b
1381;0;b
1382;0;a
1383;0;b
1384;0;a
1385;0;b
1386;0;a
1387;0;b
1388;0;b
1389;0;a
1390;0;a
1391;0;a
1392;0;a
1393;0;a
1394;0;b
1395;0;b
1396;0;a
1397;0;b
1398;0;a
1399;0;a
1400;0;b
1401;0;a
1402;0;b
1403;0;b
1404;0;b
1405;0;b
1406;0;a
1407;0;a
1408;0;a
1409;0;b
1410;0;a
1411;0;a
1412;0;a
1413;0;a
1414;0;a
1415;0;b
1416;0;a
1417;0;a
1418;0;a
1419;0;b
1420;0;a
1421;0;b
1422;0;b
1423;0;b
1424;0;a
1425;0;b
1426;0;b
1427;0;a
1428;0;b
1429;0;a
1430;0;a
1431;0;a
1432;0;b
1433;0;b
1434;0;b
1435;0;b
1436;0;a
1437;0;a
1438;0;b
1439;0;a
1440;0;a
1441;0;b
1442;0;b
1443;0;a
1444;0;a
1445;0;a
1446;0;a
1447;0;b
1448;0;b
1449;0;b
1450;0;a
1451;0;a
1452;0;a
1453;0;b
1454;0;a
1455;0;b
1456;0;b
1457;0;a
1458;0;b
1459;0;a
1460;0;b
1461;0;b
1462;0;a
1463;0;a
1464;0;b
1465;0;b
1466;0;b
1467;0;a
1468;0;b
1469;0;b
1470;0;a
1471;0;b
1472;0;a
1473;0;b
1474;0;a
1475;0;b
1476;0;b
1477;0;a
1478;0;b
1479;0;b
1480;0;a
1481;0;a
1482;0;b
1483;0;b
1484;0;a
1485;0;b
1486;0;a
1487;0;a
1488;0;a
1489;0;b
1490;0;a
1491;0;a
1492;0;b
1493;0;a
1494;0;a
1495;0;b
1496;0;a
1497;0;b
1498;321;a
1499;0;a
1500;0;b
1501;0;b
1502;0;b
1503;0;b
1504;0;a
1505;0;a
1506;0;a
1507;0;a
1508;0;a
1509;0;b
1510;0;a
1511;0;b
1512;0;a
1513;0;a
1514;0;a
1515;0;b
1516;0;b
1517;0;a
1518;0;a
1519;0;a
1520;0;b
1521;0;a
1522;0;b
1523;0;b
1524;0;a
1525;0;a
1526;0;a
1527;0;a
1528;0;a
1529;0;a
1530;0;b
1531;0;a
1532;0;b
1533;0;b
1534;0;b
1535;0;a
1536;0;a
1537;0;a
1538;0;a
1539;0;b
1540;0;a
1541;0;a
1542;0;a
1543;0;a
1544;0;a
1545;0;b
1546;0;a
1547;0;a
1548;0;b
1549;0;b
1550;0;b
1551;0;a
1552;0;b
1553;0;b
1554;0;b
1555;0;a
1556;0;b
1557;0;a
1558;0;b
1559;0;b
1560;0;b
1561;0;b
1562;0;a
1563;0;b
1564;0;b
1565;0;a
1566;0;a
1567;0;a
1568;0;a
1569;0;a
1570;0;a
1571;0;a
1572;0;a
1573;0;b
1574;0;a
1575;0;a
1576;0;a
1577;0;b
1578;0;a
1579;0;b
1580;0;a
1581;0;a
1582;0;b
1583;0;b
1584;0;a
1585;0;b
1586;0;a
1587;0;b
1588;0;a
1589;0;b
1590;0;a
1591;0;a
1592;0;b
1593;0;a
1594;0;b
1595;0;a
1596;0;a
1597;0;b
1598;0;b
1599;0;a
1600;0;a
1601;0;b
1602;0;a
1603;0;a
1604;0;b
1605;0;b
1606;0;a
1607;0;b
1608;0;a
1609;0;a
1610;0;a
1611;0;a
1612;0;a
1613;0;b
1614;0;b
1615;0;a
1616;0;b
1617;0;a
1618;0;b
1619;0;b
1620;0;b
1621;0;a
1622;0;b
1623;0;a
1624;0;a
1625;0;a
1626;0;a
1627;274;a
1628;0;a
1629;0;a
1630;0;b
1631;0;b
1632;0;a
1633;0;b
1634;0;a
1635;0;b
1636;0;b
1637;0;b
1638;0;a
1639;0;a
1640;0;a
1641;0;b
1642;0;a
1643;0;b
1644;0;a
1645;0;b
1646;0;b
1647;0;b
1648;0;b
1649;0;b
1650;0;a
1651;0;a
1652;0;b
1653;0;b
1654;0;b
1655;0;a
1656;0;b
1657;0;b
1658;0;a
1659;0;a
1660;0;b
1661;0;a
1662;0;b
1663;0;a
1664;0;b
1665;0;a
1666;0;a
1667;0;a
1668;0;b
1669;0;a
1670;0;b
1671;0;b
1672;0;a
1673;0;b
1674;0;b
1675;0;a
1676;0;b
1677;0;b
1678;0;a
1679;0;b
1680;0;a
1681;0;b
1682;0;b
1683;0;b
1684;0;a
1685;0;b
1686;0;a
1687;0;a
1688;0;a
1689;0;b
1690;0;b
1691;0;b
1692;0;a
1693;0;a
1694;0;b
1695;0;a
1696;0;b
1697;0;a
1698;0;b
1699;0;a
1700;0;a
1701;0;a
1702;0;a
1703;0;a
1704;0;b
1705;0;a
1706;0;a
1707;0;a
1708;0;b
1709;0;a
1710;0;a
1711;0;a
1712;0;a
1713;0;b
1714;0;b
1715;0;a
1716;0;b
1717;0;b
1718;0;b
1719;0;a
1720;0;a
1721;0;a
1722;0;a
1723;0;a
1724;0;a
1725;0;b
1726;0;b
1727;0;b
1728;0;b
1729;0;a
1730;0;a
1731;0;a
1732;0;a
1733;0;a
1734;0;b
1735;0;b
1736;0;a
1737;0;b
1738;0;a
1739;0;b
1740;0;b
1741;0;b
1742;0;b
1743;0;b
1744;0;a
1745;0;a
1746;0;a
1747;0;a
1748;0;b
1749;0;b
1750;0;b
1751;0;a
1752;0;a
1753;0;b
1754;0;a
1755;0;a
1756;0;b
1757;0;a
1758;0;a
1759;0;b
1760;0;a
1761;0;b
1762;0;a
1763;0;b
1764;0;a
1765;0;b
1766;0;a
1767;0;b
1768;0;a
1769;0;a
1770;0;a
1771;0;b
1772;0;b
1773;0;a
1774;0;b
1775;0;a
1776;0;b
1777;0;a
1778;0;a
1779;0;a
1780;0;b
1781;0;a
1782;0;b
1783;0;a
1784;0;b
1785;0;b
1786;0;a
1787;0;a
1788;0;a
1789;0;a
1790;0;b
1791;0;a
1792;0;b
1793;0;a
1794;0;a
1795;0;b
1796;0;b
1797;0;a
1798;0;a
1799;0;a
1800;0;b
1801;0;b
1802;0;a
1803;0;a
1804;0;a
1805;0;a
1806;0;a
1807;0;b
1808;0;a
1809;0;b
1810;0;b
1811;0;a
1812;0;a
1813;0;b
1814;0;b
1815;0;a
1816;0;b
1817;0;a
1818;0;a
1819;0;b
1820;0;b
1821;0;a
1822;0;a
1823;0;a
1824;0;b
1825;0;b
1826;0;a
1827;0;a
1828;0;b
1829;0;b
1830;0;a
1831;0;a
1832;0;a
1833;0;b
1834;0;a
1835;0;a
1836;0;b
1837;0;b
1838;0;b
1839;0;b
1840;0;b
1841;0;b
1842;0;b
1843;0;a
1844;0;b
1845;0;a
1846;0;a
1847;0;b
1848;0;b
1849;0;a
1850;0;b
1851;0;a
1852;0;a
1853;0;a
1854;0;a
1855;0;b
1856;0;b
1857;0;b
1858;0;b
1859;0;a
1860;0;a
1861;2148;b
1862;0;b
1863;0;a
1864;0;a
1865;0;a
1866;0;a
1867;0;b
1868;0;b
1869;0;b
1870;0;b
1871;0;a
1872;0;b
1873;0;a
1874;0;b
1875;0;a
1876;0;a
1877;0;a
1878;0;b
1879;0;a
1880;0;a
1881;0;b
1882;0;b
1883;0;b
1884;0;a
1885;0;b
1886;0;b
1887;0;b
1888;0;b
1889;0;a
1890;0;b
1891;0;a
1892;0;a
1893;0;a
1894;0;a
1895;0;b
1896;0;a
1897;0;b
1898;0;b
1899;0;a
1900;0;a
1901;0;a
1902;0;a
1903;0;b
1904;0;a
1905;0;a
1906;0;b
1907;0;a
1908;0;b
1909;0;b
1910;0;a
1911;0;b
1912;0;b
1913;0;b
1914;0;b
1915;0;a
1916;0;b
1917;0;b
1918;0;a
1919;0;a
1920;0;b
1921;0;a
1922;0;a
1923;0;a
1924;0;b
1925;0;b
1926;0;a
1927;0;b
1928;0;b
1929;0;b
1930;0;b
1931;0;b
1932;0;a
1933;0;a
1934;0;a
1935;0;b
1936;0;b
1937;0;b
1938;0;a
1939;0;b
1940;0;b
1941;0;b
1942;0;a
1943;0;b
1944;0;b
1945;0;a
1946;0;b
1947;0;b
1948;0;b
1949;0;b
1950;0;b
1951;0;a
1952;0;a
1953;0;b
1954;0;a
1955;0;a
1956;0;b
1957;0;a
1958;0;b
1959;0;a
1960;0;a
1961;0;b
1962;0;a
1963;0;b
1964;0;b
1965;0;a
1966;0;a
1967;0;a
1968;0;b
1969;0;a
1970;0;b
1971;0;a
1972;0;b
1973;0;b
1974;0;a
1975;0;a
1976;3817;b
1977;0;a
1978;0;b
1979;0;b
1980;0;a
1981;0;a
1982;0;a
1983;0;b
1984;0;a
1985;0;a
1986;0;b
1987;0;b
1988;0;b
1989;0;a
1990;0;a
1991;0;a
1992;0;a
1993;0;b
1994;0;a
1995;0;b
1996;0;b
1997;0;a
1998;0;b
1999;0;a
2000;0;b
2001;0;a
2002;0;b
2003;0;b
2004;0;a
2005;0;a
2006;0;b
2007;0;a
2008;0;b
2009;0;a
2010;0;b
2011;0;b
2012;0;a
2013;0;b
2014;0;b
2015;0;b
2016;0;b
2017;312;a
2018;0;b
2019;0;b
2020;0;a
2021;0;a
2022;0;a
2023;0;b
2024;0;b
2025;0;b
2026;0;a
2027;0;b
2028;0;b
2029;0;a
2030;0;b
2031;0;a
2032;0;a
2033;0;b
2034;0;b
2035;0;a
2036;0;b
2037;0;b
2038;0;a
2039;0;b
2040;0;b
2041;0;b
2042;0;a
2043;0;b
2044;0;b
2045;0;a
2046;0;b
2047;0;a
2048;0;b
2049;0;b
2050;0;b
2051;0;b
2052;0;a
2053;0;a
2054;0;a
2055;0;a
2056;0;a
2057;0;b
2058;0;a
2059;0;b
2060;0;b
2061;0;b
2062;0;b
2063;0;a
2064;0;b
2065;0;b
2066;0;a
2067;0;a
2068;0;b
2069;0;a
2070;0;a
2071;0;a
2072;0;b
2073;0;b
2074;0;b
2075;0;b
2076;0;a
2077;0;a
2078;0;b
2079;0;a
2080;0;b
2081;0;b
2082;0;b
2083;0;a
2084;0;b
2085;0;b
2086;0;a
2087;0;b
2088;0;b
2089;0;b
2090;0;b
2091;0;a
2092;0;a
2093;3197;b
2094;0;b
2095;0;b
2096;0;a
2097;0;a
2098;0;b
2099;0;b
2100;0;b
2101;0;b
2102;0;a
2103;0;b
2104;0;b
2105;0;a
2106;0;a
2107;0;a
2108;0;b
2109;0;a
2110;0;a
2111;0;a
2112;0;b
2113;0;a
2114;0;a
2115;0;a
2116;0;b
2117;0;b
2118;0;b
2119;0;a
2120;0;a
2121;0;a
2122;0;a
2123;0;b
2124;0;b
2125;0;a
2126;0;a
2127;0;b
2128;0;b
2129;0;a
2130;0;b
2131;0;a
2132;0;b
2133;0;b
2134;0;b
2135;0;a
2136;0;a
2137;0;b
